activity_id,start_time,name,activity_type,distance_m,moving_s,elev_gain,user_id,avg_speed_mps,avg_hr_raw,avg_hr_norm,flat_pace_sec,flat_pace_weather_sec,cadence_avg,stride_len,hr_drift,decoupling,flat_time,flat_dist,hr_z1_s,hr_z2_s,hr_z3_s,hr_z4_s,hr_z5_s,hr_zone_score,hr_zone_label,hr_max_used,hr_rest_used,hr_zone_method,run_avg_hr_raw,run_avg_hr_norm,run_flat_pace_sec,run_flat_pace_weather_sec,run_cadence_avg,run_stride_len,run_hr_drift,run_decoupling,run_hr_z1_s,run_hr_z2_s,run_hr_z3_s,run_hr_z4_s,run_hr_z5_s,run_hr_zone_score,run_hr_zone_label,run_hr_max_used,run_hr_rest_used,run_hr_zone_method
4954688285,2021-03-16T07:17:19Z,"Morning Run",run,9495.2,3216.0,29.0,1,2.952,138.0,137.982386436326,339.079263569088,343.148214731918,160.895005206251,1.1008421285232,2.9012878175833,0.637521704099342,3219.62542344121,9495.2,219.0,2430.0,578.0,0.0,0.0,2.11124883792997,Endurance,185.0,48.0,hrr,138.0,137.982386436326,339.079263569088,343.148214731918,160.895005206251,1.1008421285232,2.9012878175833,0.637521704099342,219.0,2430.0,578.0,0.0,0.0,2.11124883792997,Endurance,185.0,48.0,hrr
4954688188,2021-03-16T08:13:08Z,"Morning Run",run,1332.3,489.0,8.0,1,2.725,130.1,129.620215407794,365.754810448343,370.253594616857,160.775181077136,1.01694800717753,5.60548070676471,-11.7912416144829,487.295133960327,1332.3,222.0,267.0,0.0,0.0,0.0,1.54601226993865,Endurance,185.0,48.0,hrr,130.1,129.620215407794,365.754810448343,370.253594616857,160.775181077136,1.01694800717753,5.60548070676471,-11.7912416144829,222.0,267.0,0.0,0.0,0.0,1.54601226993865,Endurance,185.0,48.0,hrr
4967102449,2021-03-18T12:04:35Z,"Lunch Run",run,8783.0,2707.0,15.0,1,3.245,139.1,139.068220470306,312.839221729376,312.839221729376,161.956568163322,1.20217415204586,4.56741121030299,-4.08705813515255,2747.66688444911,8783.0,177.0,2146.0,433.0,0.0,0.0,2.09288824383164,Endurance,185.0,48.0,hrr,139.1,139.068220470306,312.839221729376,312.839221729376,161.956568163322,1.20217415204586,4.56741121030299,-4.08705813515255,177.0,2146.0,433.0,0.0,0.0,2.09288824383164,Endurance,185.0,48.0,hrr
4972459251,2021-03-19T12:29:56Z,"Lunch Run",run,5474.4,1892.0,24.0,1,2.893,131.3,126.120907243308,348.552600358164,353.258060462999,158.342393603795,1.09623200742015,7.48264841428391,-4.75522302492122,1908.11635540073,5474.4,1292.0,635.0,0.0,0.0,0.0,1.32952776336274,Recovery,185.0,48.0,hrr,131.3,126.120907243308,348.552600358164,353.258060462999,158.342393603795,1.09623200742015,7.48264841428391,-4.75522302492122,1292.0,635.0,0.0,0.0,0.0,1.32952776336274,Recovery,185.0,48.0,hrr
4972459205,2021-03-19T13:05:00Z,"Afternoon Run",run,3413.8,948.0,16.0,1,3.601,152.3,152.009497668861,277.857226200351,282.691941936237,166.037478528123,1.30127247122344,15.2144001986868,-17.4722710923878,948.548998802757,3413.8,47.0,138.0,462.0,301.0,0.0,3.07278481012658,Tempo,185.0,48.0,hrr,152.3,152.009497668861,277.857226200351,282.691941936237,166.037478528123,1.30127247122344,15.2144001986868,-17.4722710923878,47.0,138.0,462.0,301.0,0.0,3.07278481012658,Tempo,185.0,48.0,hrr
4978951702,2021-03-20T14:52:08Z,"Afternoon Run",run,5884.9,2064.0,10.0,1,2.851,126.6,126.597431278167,349.840994878127,349.840994878127,157.742897389462,1.08442283507484,5.21297872349199,-3.28345795767311,2058.77927075829,5884.9,1712.0,370.0,0.0,0.0,0.0,1.17771373679155,Recovery,185.0,48.0,hrr,126.6,126.597431278167,349.840994878127,349.840994878127,157.742897389462,1.08442283507484,5.21297872349199,-3.28345795767311,1712.0,370.0,0.0,0.0,0.0,1.17771373679155,Recovery,185.0,48.0,hrr
4985489246,2021-03-21T13:55:11Z,"Afternoon Run",run,1145.7,418.0,3.0,1,2.741,133.4,132.452683895355,397.315288375437,403.275017701069,157.640885252285,1.04325727260921,35.5331363056644,-29.4574171209198,455.204125891738,1145.7,293.0,72.0,178.0,10.0,0.0,1.82820976491863,Endurance,185.0,48.0,hrr,133.4,132.452683895355,397.315288375437,403.275017701069,157.640885252285,1.04325727260921,35.5331363056644,-29.4574171209198,293.0,72.0,178.0,10.0,0.0,1.82820976491863,Endurance,185.0,48.0,hrr
4985489613,2021-03-21T14:05:39Z,"Afternoon Run",run,65.7,20.0,0.0,1,3.285,125.0,,350.137829591466,355.810062430847,166.859553073631,1.18123293733757,,,23.0040554041593,65.7,,,,,,,,,,,125.0,,350.137829591466,355.810062430847,166.859553073631,1.18123293733757,,,,,,,,,,,,
4985490675,2021-03-21T14:08:22Z,"Afternoon Run",run,1137.4,269.0,3.0,1,4.228,150.3,151.287020400237,236.565062350775,240.397416360857,171.170328925285,1.48203255548296,11.9979032860855,-0.632443512812686,269.069101917771,1137.4,3.0,46.0,143.0,77.0,0.0,3.09293680297398,Tempo,185.0,48.0,hrr,150.3,151.287020400237,236.565062350775,240.397416360857,171.170328925285,1.48203255548296,11.9979032860855,-0.632443512812686,3.0,46.0,143.0,77.0,0.0,3.09293680297398,Tempo,185.0,48.0,hrr
4985499303,2021-03-21T14:16:06Z,"Afternoon Run",run,10011.4,2681.0,21.0,1,3.734,149.5,149.495328272594,283.825011290446,288.422976473352,170.429771991056,1.31455905492708,-3.77931799118164,11.0483844356791,2841.48571803318,10011.4,534.0,310.0,2081.0,223.0,0.0,2.63310038119441,Tempo,185.0,48.0,hrr,149.5,149.495328272594,283.825011290446,288.422976473352,170.429771991056,1.31455905492708,-3.77931799118164,11.0483844356791,534.0,310.0,2081.0,223.0,0.0,2.63310038119441,Tempo,185.0,48.0,hrr
4996024779,2021-03-23T12:50:50Z,"Lunch Run",run,629.6,191.0,0.0,1,3.296,132.6,133.792489789101,289.166578569932,294.458326957762,166.013347991506,1.19122951493104,13.3825386078624,1.50181133312222,182.059277867629,629.6,114.0,102.0,37.0,0.0,0.0,1.69565217391304,Endurance,185.0,48.0,hrr,132.6,133.792489789101,289.166578569932,294.458326957762,166.013347991506,1.19122951493104,13.3825386078624,1.50181133312222,114.0,102.0,37.0,0.0,0.0,1.69565217391304,Endurance,185.0,48.0,hrr
4996025176,2021-03-23T12:55:35Z,"Lunch Run",run,9703.1,2727.0,36.0,1,3.558,153.1,151.975336658413,293.738702044948,299.114120292371,167.127970897041,1.27734453337864,1.87859679337703,-0.163548382207035,2850.17599981233,9703.1,86.0,164.0,2216.0,405.0,0.0,3.02403343782654,Tempo,185.0,48.0,hrr,153.1,151.975336658413,293.738702044948,299.114120292371,167.127970897041,1.27734453337864,1.87859679337703,-0.163548382207035,86.0,164.0,2216.0,405.0,0.0,3.02403343782654,Tempo,185.0,48.0,hrr
5001850514,2021-03-24T12:17:03Z,"Lunch Run",run,8989.4,2670.0,22.0,1,3.367,141.6,141.277734545992,298.07794717878,305.142394526917,162.944427860614,1.23980919539521,2.80158044278133,-0.341092716307667,2679.54189836892,8989.4,109.0,1735.0,859.0,0.0,0.0,2.27746947835738,Endurance,185.0,48.0,hrr,141.6,141.277734545992,298.07794717878,305.142394526917,162.944427860614,1.23980919539521,2.80158044278133,-0.341092716307667,109.0,1735.0,859.0,0.0,0.0,2.27746947835738,Endurance,185.0,48.0,hrr
